FeederLogID,LineID,OrderID,FeederSlotNo,ComponentPartNumber,ReelLotNo,LoadedTimestamp,ComponentsLoadedQty,ComponentsConsumedQty,ComponentsRemainingQty,LoadedByOperatorID
FLOG-001184,LINE-A,ORD-1404-0111,25,RES-0201-100K,LOT-512338,1404/12/20 11:35:00,2500,11,2489,EMP-001
FLOG-001185,LINE-A,ORD-1404-0111,58,RES-0201-10K,LOT-597223,1404/12/20 11:35:00,10000,11,9989,EMP-001
FLOG-001186,LINE-A,ORD-1404-0111,16,IC-SOIC-TXRX-RS485,LOT-277556,1404/12/20 11:35:00,5000,11,4989,EMP-001
FLOG-001187,LINE-A,ORD-1404-0111,1,RES-0201-1K,LOT-307999,1404/12/20 11:35:00,10000,12,9988,EMP-001
FLOG-001188,LINE-A,ORD-1404-0111,51,DIO-SS14,LOT-284776,1404/12/20 11:35:00,5000,11,4989,EMP-001
FLOG-001189,LINE-A,ORD-1404-0111,33,RES-0402-100R,LOT-596012,1404/12/20 11:35:00,5000,11,4989,EMP-001
FLOG-001190,LINE-A,ORD-1404-0111,39,CONN-HDR-2P,LOT-789494,1404/12/20 11:35:00,2500,12,2488,EMP-001
FLOG-001191,LINE-B,ORD-1404-0112,42,RES-0402-330R,LOT-581984,1404/12/23 07:00:00,2500,156,2344,EMP-010
FLOG-001192,LINE-B,ORD-1404-0112,41,CAP-0603-100nF,LOT-250961,1404/12/23 07:00:00,4000,154,3846,EMP-010
FLOG-001193,LINE-B,ORD-1404-0112,7,IC-SOIC-MCU-ATMEGA328,LOT-454509,1404/12/23 07:00:00,10000,159,9841,EMP-010
FLOG-001194,LINE-B,ORD-1404-0112,22,RES-0402-100K,LOT-804412,1404/12/23 07:00:00,10000,161,9839,EMP-010
FLOG-001195,LINE-B,ORD-1404-0112,33,IC-SOIC-TXRX-RS485,LOT-722615,1404/12/23 07:00:00,5000,156,4844,EMP-010
FLOG-001196,LINE-B,ORD-1404-0112,49,CAP-0603-100pF,LOT-156951,1404/12/23 07:00:00,4000,166,3834,EMP-010
FLOG-001197,LINE-B,ORD-1404-0112,60,CAP-0603-4.7uF,LOT-148881,1404/12/23 07:00:00,10000,161,9839,EMP-010
FLOG-001198,LINE-B,ORD-1404-0112,16,IC-SOIC-TXRX-RS485,LOT-839174,1404/12/23 07:00:00,5000,167,4833,EMP-010
FLOG-001199,LINE-B,ORD-1404-0112,47,IC-SOIC-PMIC-BUCK1A,LOT-506636,1404/12/23 07:00:00,5000,168,4832,EMP-010
FLOG-001200,LINE-B,ORD-1404-0112,14,IC-SOIC-MCU-ATMEGA328,LOT-920803,1404/12/23 07:00:00,2500,166,2334,EMP-010
FLOG-001201,LINE-B,ORD-1404-0112,24,DIO-SS14,LOT-447131,1404/12/23 07:00:00,4000,163,3837,EMP-010
FLOG-001202,LINE-B,ORD-1404-0112,50,IC-SOIC-MCU-ATMEGA328,LOT-635838,1404/12/23 07:00:00,10000,159,9841,EMP-010
FLOG-001203,LINE-A,ORD-1404-0113,37,CAP-0603-100pF,LOT-821095,1404/12/23 08:43:00,10000,11,9989,EMP-003
FLOG-001204,LINE-A,ORD-1404-0113,38,RES-0201-47K,LOT-346632,1404/12/23 08:43:00,4000,10,3990,EMP-003
FLOG-001205,LINE-A,ORD-1404-0113,19,CAP-0603-100nF,LOT-860908,1404/12/23 08:43:00,5000,11,4989,EMP-003
FLOG-001206,LINE-A,ORD-1404-0113,28,CAP-0201-10pF,LOT-588188,1404/12/23 08:43:00,5000,10,4990,EMP-003
FLOG-001207,LINE-A,ORD-1404-0113,12,CAP-0603-4.7uF,LOT-855349,1404/12/23 08:43:00,2500,10,2490,EMP-003
FLOG-001208,LINE-A,ORD-1404-0113,57,IC-SOIC-MCU-STM32F1,LOT-349229,1404/12/23 08:43:00,2500,10,2490,EMP-003
FLOG-001209,LINE-A,ORD-1404-0113,56,RES-0201-10K,LOT-437645,1404/12/23 08:43:00,2500,10,2490,EMP-003
FLOG-001210,LINE-A,ORD-1404-0113,51,DIO-SS14,LOT-423022,1404/12/23 08:43:00,5000,10,4990,EMP-003
FLOG-001211,LINE-A,ORD-1404-0113,45,RES-0402-100K,LOT-165064,1404/12/23 08:43:00,5000,11,4989,EMP-003
FLOG-001212,LINE-A,ORD-1404-0113,59,CAP-0603-4.7uF,LOT-251773,1404/12/23 08:43:00,2500,10,2490,EMP-003
FLOG-001213,LINE-A,ORD-1404-0113,11,RES-0402-10K,LOT-186411,1404/12/23 08:43:00,5000,10,4990,EMP-003
FLOG-001214,LINE-A,ORD-1404-0113,3,RES-0402-4K7,LOT-491986,1404/12/23 08:43:00,5000,11,4989,EMP-003
FLOG-001215,LINE-A,ORD-1404-0113,22,CAP-0603-1uF,LOT-615281,1404/12/23 08:43:00,2500,10,2490,EMP-003
FLOG-001216,LINE-A,ORD-1404-0113,27,RES-0402-330R,LOT-730667,1404/12/23 08:43:00,5000,10,4990,EMP-003
FLOG-001217,LINE-A,ORD-1404-0113,7,IC-BGA-FPGA-XC7,LOT-739726,1404/12/23 08:43:00,5000,11,4989,EMP-003
FLOG-001218,LINE-A,ORD-1404-0113,42,CAP-0201-10pF,LOT-130855,1404/12/23 08:43:00,2500,10,2490,EMP-003
FLOG-001219,LINE-A,ORD-1404-0113,9,CONN-USB-C,LOT-446275,1404/12/23 08:43:00,4000,10,3990,EMP-003
FLOG-001220,LINE-A,ORD-1404-0114,6,RES-0201-10K,LOT-694980,1404/12/23 07:00:00,2500,10,2490,EMP-003
FLOG-001221,LINE-A,ORD-1404-0114,54,IC-SOIC-EEPROM-24C02,LOT-830869,1404/12/23 07:00:00,4000,9,3991,EMP-003
FLOG-001222,LINE-A,ORD-1404-0114,49,DIO-LED-0603-RED,LOT-319519,1404/12/23 07:00:00,10000,9,9991,EMP-003
FLOG-001223,LINE-A,ORD-1404-0114,7,RES-0201-47K,LOT-675117,1404/12/23 07:00:00,5000,9,4991,EMP-003
FLOG-001224,LINE-A,ORD-1404-0114,38,IC-SOIC-EEPROM-24C02,LOT-494152,1404/12/23 07:00:00,5000,9,4991,EMP-003
FLOG-001225,LINE-A,ORD-1404-0114,25,RES-0402-22R,LOT-306824,1404/12/23 07:00:00,2500,9,2491,EMP-003
FLOG-001226,LINE-A,ORD-1404-0114,10,RES-0402-4K7,LOT-302857,1404/12/23 07:00:00,2500,9,2491,EMP-003
FLOG-001227,LINE-A,ORD-1404-0114,11,RES-0402-1K,LOT-504128,1404/12/23 07:00:00,5000,9,4991,EMP-003
FLOG-001228,LINE-A,ORD-1404-0114,37,RES-0402-100K,LOT-350794,1404/12/23 07:00:00,4000,9,3991,EMP-003
FLOG-001229,LINE-A,ORD-1404-0114,53,RES-0402-100K,LOT-482272,1404/12/23 07:00:00,2500,9,2491,EMP-003
FLOG-001230,LINE-A,ORD-1404-0114,34,RES-0201-1K,LOT-554357,1404/12/23 07:00:00,5000,9,4991,EMP-003
FLOG-001231,LINE-A,ORD-1404-0114,43,CAP-0603-100nF,LOT-722194,1404/12/23 07:00:00,5000,9,4991,EMP-003
FLOG-001232,LINE-A,ORD-1404-0114,32,RES-0402-330R,LOT-223419,1404/12/23 07:00:00,4000,9,3991,EMP-003
FLOG-001233,LINE-A,ORD-1404-0114,52,IC-BGA-SOC-IMX6,LOT-127460,1404/12/23 07:00:00,10000,9,9991,EMP-003
FLOG-001234,LINE-A,ORD-1404-0114,48,CONN-USB-C,LOT-145350,1404/12/23 07:00:00,2500,9,2491,EMP-003
FLOG-001235,LINE-B,ORD-1404-0115,46,RES-0402-10K,LOT-964865,1404/12/23 07:00:00,10000,78,9922,EMP-006
FLOG-001236,LINE-B,ORD-1404-0115,49,CAP-0201-100nF,LOT-327351,1404/12/23 07:00:00,5000,75,4925,EMP-006
FLOG-001237,LINE-B,ORD-1404-0115,2,RES-0201-1K,LOT-964217,1404/12/23 07:00:00,5000,75,4925,EMP-006
FLOG-001238,LINE-B,ORD-1404-0115,60,IC-SOIC-EEPROM-24C02,LOT-375837,1404/12/23 07:00:00,2500,81,2419,EMP-006
FLOG-001239,LINE-B,ORD-1404-0115,50,RES-0402-10K,LOT-949421,1404/12/23 07:00:00,4000,83,3917,EMP-006
FLOG-001240,LINE-B,ORD-1404-0115,32,RES-0201-1K,LOT-476179,1404/12/23 07:00:00,2500,82,2418,EMP-006
FLOG-001241,LINE-B,ORD-1404-0115,58,RES-0402-100K,LOT-239234,1404/12/23 07:00:00,4000,75,3925,EMP-006
FLOG-001242,LINE-B,ORD-1404-0115,18,CAP-0201-10pF,LOT-952500,1404/12/23 07:00:00,2500,77,2423,EMP-006
FLOG-001243,LINE-B,ORD-1404-0115,17,CAP-0603-100nF,LOT-492374,1404/12/23 07:00:00,5000,85,4915,EMP-006
FLOG-001244,LINE-B,ORD-1404-0115,53,RES-0402-330R,LOT-773725,1404/12/23 07:00:00,5000,85,4915,EMP-006
FLOG-001245,LINE-B,ORD-1404-0115,9,IC-SOIC-TXRX-RS485,LOT-503972,1404/12/23 07:00:00,4000,80,3920,EMP-006
FLOG-001246,LINE-B,ORD-1404-0115,43,CAP-0603-4.7uF,LOT-447301,1404/12/23 07:00:00,10000,80,9920,EMP-006
FLOG-001247,LINE-A,ORD-1404-0116,27,RES-0402-10K,LOT-682264,1404/12/24 11:03:00,10000,167,9833,EMP-001
FLOG-001248,LINE-A,ORD-1404-0116,2,RES-0402-10K,LOT-872366,1404/12/24 11:03:00,2500,153,2347,EMP-001
FLOG-001249,LINE-A,ORD-1404-0116,18,DIO-SS14,LOT-456736,1404/12/24 11:03:00,2500,154,2346,EMP-001
FLOG-001250,LINE-A,ORD-1404-0116,50,RES-0402-4K7,LOT-911007,1404/12/24 11:03:00,5000,153,4847,EMP-001
FLOG-001251,LINE-A,ORD-1404-0116,8,RES-0402-22R,LOT-583342,1404/12/24 11:03:00,5000,150,4850,EMP-001
FLOG-001252,LINE-A,ORD-1404-0116,9,RES-0402-10K,LOT-491392,1404/12/24 11:03:00,10000,164,9836,EMP-001
FLOG-001253,LINE-A,ORD-1404-0116,23,RES-0201-1K,LOT-938830,1404/12/24 11:03:00,10000,154,9846,EMP-001
FLOG-001254,LINE-A,ORD-1404-0116,1,RES-0201-47K,LOT-273041,1404/12/24 11:03:00,5000,154,4846,EMP-001
FLOG-001255,LINE-A,ORD-1404-0116,56,DIO-1N4148,LOT-795313,1404/12/24 11:03:00,4000,149,3851,EMP-001
FLOG-001256,LINE-A,ORD-1404-0116,55,IC-SOIC-MCU-STM32F1,LOT-484501,1404/12/24 11:03:00,2500,158,2342,EMP-001
FLOG-001257,LINE-A,ORD-1404-0116,45,RES-0402-4K7,LOT-762400,1404/12/24 11:03:00,4000,156,3844,EMP-001
FLOG-001258,LINE-A,ORD-1404-0116,60,DIO-LED-0603-RED,LOT-901821,1404/12/24 11:03:00,4000,156,3844,EMP-001
FLOG-001259,LINE-A,ORD-1404-0116,21,RES-0402-100K,LOT-838927,1404/12/24 11:03:00,4000,155,3845,EMP-001
FLOG-001260,LINE-A,ORD-1404-0116,33,CONN-TERM-BLOCK-3P,LOT-647373,1404/12/24 11:03:00,10000,153,9847,EMP-001
FLOG-001261,LINE-A,ORD-1404-0117,8,DIO-SS14,LOT-858031,1404/12/23 10:09:00,4000,28,3972,EMP-003
FLOG-001262,LINE-A,ORD-1404-0117,11,IC-SOIC-EEPROM-24C02,LOT-319736,1404/12/23 10:09:00,4000,30,3970,EMP-003
FLOG-001263,LINE-A,ORD-1404-0117,22,RES-0402-4K7,LOT-784598,1404/12/23 10:09:00,10000,27,9973,EMP-003
FLOG-001264,LINE-A,ORD-1404-0117,43,CAP-0603-1uF,LOT-219528,1404/12/23 10:09:00,10000,30,9970,EMP-003
FLOG-001265,LINE-A,ORD-1404-0117,13,RES-0402-4K7,LOT-384008,1404/12/23 10:09:00,4000,30,3970,EMP-003
FLOG-001266,LINE-A,ORD-1404-0117,5,RES-0201-100K,LOT-697087,1404/12/23 10:09:00,10000,28,9972,EMP-003
FLOG-001267,LINE-A,ORD-1404-0117,38,RES-0201-1K,LOT-715781,1404/12/23 10:09:00,2500,29,2471,EMP-003
FLOG-001268,LINE-A,ORD-1404-0117,25,RES-0201-100K,LOT-805269,1404/12/23 10:09:00,2500,29,2471,EMP-003
FLOG-001269,LINE-A,ORD-1404-0117,20,RES-0402-1K,LOT-127756,1404/12/23 10:09:00,4000,28,3972,EMP-003
FLOG-001270,LINE-A,ORD-1404-0117,56,CAP-0201-100nF,LOT-118455,1404/12/23 10:09:00,4000,29,3971,EMP-003
FLOG-001271,LINE-A,ORD-1404-0118,21,RES-0201-1K,LOT-822313,1404/12/26 12:31:00,4000,21,3979,EMP-005
FLOG-001272,LINE-A,ORD-1404-0118,23,IC-SOIC-PMIC-BUCK1A,LOT-791238,1404/12/26 12:31:00,10000,22,9978,EMP-005
FLOG-001273,LINE-A,ORD-1404-0118,20,CAP-0201-10pF,LOT-680745,1404/12/26 12:31:00,2500,21,2479,EMP-005
FLOG-001274,LINE-A,ORD-1404-0118,47,RES-0402-330R,LOT-789254,1404/12/26 12:31:00,5000,23,4977,EMP-005
FLOG-001275,LINE-A,ORD-1404-0118,13,RES-0402-4K7,LOT-342495,1404/12/26 12:31:00,4000,23,3977,EMP-005
FLOG-001276,LINE-A,ORD-1404-0118,49,RES-0402-4K7,LOT-661165,1404/12/26 12:31:00,5000,23,4977,EMP-005
FLOG-001277,LINE-A,ORD-1404-0118,32,DIO-1N4148,LOT-130605,1404/12/26 12:31:00,4000,22,3978,EMP-005
FLOG-001278,LINE-A,ORD-1404-0118,33,RES-0201-47K,LOT-608317,1404/12/26 12:31:00,2500,23,2477,EMP-005
FLOG-001279,LINE-B,ORD-1404-0119,48,CAP-0603-4.7uF,LOT-393643,1404/12/25 13:05:00,5000,52,4948,EMP-009
FLOG-001280,LINE-B,ORD-1404-0119,16,CAP-0603-22pF,LOT-579622,1404/12/25 13:05:00,5000,52,4948,EMP-009
FLOG-001281,LINE-B,ORD-1404-0119,28,CAP-0201-100nF,LOT-534248,1404/12/25 13:05:00,4000,46,3954,EMP-009
FLOG-001282,LINE-B,ORD-1404-0119,36,RES-0201-10K,LOT-578417,1404/12/25 13:05:00,10000,49,9951,EMP-009
FLOG-001283,LINE-B,ORD-1404-0119,27,RES-0402-10K,LOT-104743,1404/12/25 13:05:00,4000,51,3949,EMP-009
FLOG-001284,LINE-B,ORD-1404-0119,60,CAP-0603-100nF,LOT-628128,1404/12/25 13:05:00,5000,49,4951,EMP-009
FLOG-001285,LINE-B,ORD-1404-0119,37,IC-SOIC-EEPROM-24C02,LOT-602718,1404/12/25 13:05:00,2500,52,2448,EMP-009
FLOG-001286,LINE-B,ORD-1404-0119,42,RES-0201-1K,LOT-863188,1404/12/25 13:05:00,5000,51,4949,EMP-009
FLOG-001287,LINE-B,ORD-1404-0119,9,RES-0402-100R,LOT-595543,1404/12/25 13:05:00,4000,51,3949,EMP-009
FLOG-001288,LINE-B,ORD-1404-0119,39,DIO-LED-0603-GRN,LOT-152079,1404/12/25 13:05:00,4000,50,3950,EMP-009
FLOG-001289,LINE-B,ORD-1404-0119,29,CONN-USB-C,LOT-408996,1404/12/25 13:05:00,4000,49,3951,EMP-009
FLOG-001290,LINE-B,ORD-1404-0120,13,IC-SOIC-TXRX-RS485,LOT-607710,1404/12/28 12:27:00,4000,71,3929,EMP-008
FLOG-001291,LINE-B,ORD-1404-0120,15,IC-SOIC-EEPROM-24C02,LOT-659606,1404/12/28 12:27:00,4000,77,3923,EMP-008
FLOG-001292,LINE-B,ORD-1404-0120,46,RES-0201-10K,LOT-848496,1404/12/28 12:27:00,5000,75,4925,EMP-008
FLOG-001293,LINE-B,ORD-1404-0120,21,RES-0402-10K,LOT-761740,1404/12/28 12:27:00,5000,72,4928,EMP-008
FLOG-001294,LINE-B,ORD-1404-0120,16,RES-0201-100K,LOT-869628,1404/12/28 12:27:00,2500,74,2426,EMP-008
FLOG-001295,LINE-B,ORD-1404-0120,57,CAP-0603-100nF,LOT-184592,1404/12/28 12:27:00,4000,75,3925,EMP-008
FLOG-001296,LINE-B,ORD-1404-0120,5,RES-0402-10R,LOT-322471,1404/12/28 12:27:00,4000,76,3924,EMP-008
FLOG-001297,LINE-B,ORD-1404-0120,23,RES-0402-100R,LOT-307404,1404/12/28 12:27:00,5000,76,4924,EMP-008
FLOG-001298,LINE-A,ORD-1404-0121,22,RES-0201-47K,LOT-583984,1405/01/01 07:00:00,10000,25,9975,EMP-005
FLOG-001299,LINE-A,ORD-1404-0121,57,DIO-1N4148,LOT-353834,1405/01/01 07:00:00,5000,22,4978,EMP-005
FLOG-001300,LINE-A,ORD-1404-0121,20,CAP-0603-22pF,LOT-934022,1405/01/01 07:00:00,10000,24,9976,EMP-005
FLOG-001301,LINE-A,ORD-1404-0121,17,RES-0402-22R,LOT-357720,1405/01/01 07:00:00,4000,22,3978,EMP-005
FLOG-001302,LINE-A,ORD-1404-0121,34,RES-0402-100R,LOT-139273,1405/01/01 07:00:00,4000,24,3976,EMP-005
FLOG-001303,LINE-A,ORD-1404-0121,24,CAP-0603-4.7uF,LOT-697569,1405/01/01 07:00:00,2500,25,2475,EMP-005
FLOG-001304,LINE-A,ORD-1404-0121,18,RES-0201-10K,LOT-672381,1405/01/01 07:00:00,5000,23,4977,EMP-005
FLOG-001305,LINE-A,ORD-1404-0121,7,CAP-0603-4.7uF,LOT-766993,1405/01/01 07:00:00,5000,24,4976,EMP-005
FLOG-001306,LINE-A,ORD-1404-0121,9,RES-0201-10K,LOT-128120,1405/01/01 07:00:00,4000,25,3975,EMP-005
FLOG-001307,LINE-A,ORD-1404-0121,27,IC-SOIC-PMIC-BUCK1A,LOT-767396,1405/01/01 07:00:00,2500,24,2476,EMP-005
FLOG-001308,LINE-A,ORD-1404-0121,37,DIO-LED-0603-RED,LOT-110614,1405/01/01 07:00:00,5000,24,4976,EMP-005
FLOG-001309,LINE-A,ORD-1404-0121,48,RES-0402-330R,LOT-508172,1405/01/01 07:00:00,5000,23,4977,EMP-005
FLOG-001310,LINE-B,ORD-1404-0122,4,DIO-1N4148,LOT-757383,1404/12/27 09:58:00,4000,27,3973,EMP-007
FLOG-001311,LINE-B,ORD-1404-0122,58,RES-0402-10K,LOT-189528,1404/12/27 09:58:00,2500,29,2471,EMP-007
FLOG-001312,LINE-B,ORD-1404-0122,35,RES-0201-1K,LOT-303656,1404/12/27 09:58:00,4000,28,3972,EMP-007
FLOG-001313,LINE-B,ORD-1404-0122,47,CAP-0603-100nF,LOT-572497,1404/12/27 09:58:00,10000,27,9973,EMP-007
FLOG-001314,LINE-B,ORD-1404-0122,59,RES-0402-1K,LOT-199487,1404/12/27 09:58:00,5000,28,4972,EMP-007
FLOG-001315,LINE-B,ORD-1404-0122,24,DIO-1N4148,LOT-983226,1404/12/27 09:58:00,10000,28,9972,EMP-007
FLOG-001316,LINE-B,ORD-1404-0122,16,CONN-HDR-4P,LOT-495451,1404/12/27 09:58:00,4000,29,3971,EMP-007
FLOG-001317,LINE-B,ORD-1404-0123,24,RES-0402-100R,LOT-167512,1404/12/27 13:13:00,10000,22,9978,EMP-007
FLOG-001318,LINE-B,ORD-1404-0123,12,CAP-0603-4.7uF,LOT-247297,1404/12/27 13:13:00,4000,21,3979,EMP-007
FLOG-001319,LINE-B,ORD-1404-0123,31,IC-SOIC-PMIC-BUCK1A,LOT-129951,1404/12/27 13:13:00,5000,23,4977,EMP-007
FLOG-001320,LINE-B,ORD-1404-0123,14,RES-0402-100R,LOT-219060,1404/12/27 13:13:00,4000,22,3978,EMP-007
FLOG-001321,LINE-B,ORD-1404-0123,53,RES-0201-1K,LOT-514878,1404/12/27 13:13:00,10000,21,9979,EMP-007
FLOG-001322,LINE-B,ORD-1404-0123,29,RES-0402-100R,LOT-152378,1404/12/27 13:13:00,5000,21,4979,EMP-007
FLOG-001323,LINE-B,ORD-1404-0123,32,RES-0402-10R,LOT-191864,1404/12/27 13:13:00,2500,22,2478,EMP-007
FLOG-001324,LINE-B,ORD-1404-0123,60,CAP-0201-100nF,LOT-132126,1404/12/27 13:13:00,2500,21,2479,EMP-007
FLOG-001325,LINE-B,ORD-1404-0123,38,CAP-0603-10uF,LOT-445356,1404/12/27 13:13:00,4000,22,3978,EMP-007
FLOG-001326,LINE-B,ORD-1404-0123,10,CAP-0603-100nF,LOT-310360,1404/12/27 13:13:00,5000,23,4977,EMP-007
FLOG-001327,LINE-B,ORD-1404-0123,22,IC-SOIC-PMIC-BUCK1A,LOT-207204,1404/12/27 13:13:00,2500,24,2476,EMP-007
FLOG-001328,LINE-B,ORD-1404-0123,49,RES-0402-4K7,LOT-447776,1404/12/27 13:13:00,2500,21,2479,EMP-007
FLOG-001329,LINE-B,ORD-1404-0123,9,RES-0201-100K,LOT-190123,1404/12/27 13:13:00,4000,23,3977,EMP-007
FLOG-001330,LINE-B,ORD-1404-0123,1,RES-0402-10R,LOT-165433,1404/12/27 13:13:00,4000,21,3979,EMP-007
FLOG-001331,LINE-B,ORD-1404-0123,7,CONN-HDR-2P,LOT-951502,1404/12/27 13:13:00,5000,23,4977,EMP-007
FLOG-001332,LINE-B,ORD-1404-0124,11,CAP-0201-10pF,LOT-403782,1405/01/01 07:00:00,5000,7,4993,EMP-007
FLOG-001333,LINE-B,ORD-1404-0124,6,DIO-LED-0603-RED,LOT-327444,1405/01/01 07:00:00,10000,7,9993,EMP-007
FLOG-001334,LINE-B,ORD-1404-0124,15,IC-SOIC-OPAMP-DUAL,LOT-984564,1405/01/01 07:00:00,5000,8,4992,EMP-007
FLOG-001335,LINE-B,ORD-1404-0124,51,IC-SOIC-TXRX-RS485,LOT-751111,1405/01/01 07:00:00,4000,7,3993,EMP-007
FLOG-001336,LINE-B,ORD-1404-0124,2,IC-SOIC-MCU-ATMEGA328,LOT-266706,1405/01/01 07:00:00,4000,7,3993,EMP-007
FLOG-001337,LINE-B,ORD-1404-0124,49,CAP-0201-10pF,LOT-236314,1405/01/01 07:00:00,10000,7,9993,EMP-007
FLOG-001338,LINE-B,ORD-1404-0124,43,IC-SOIC-TXRX-RS485,LOT-412620,1405/01/01 07:00:00,2500,7,2493,EMP-007
FLOG-001339,LINE-B,ORD-1404-0124,9,RES-0201-100K,LOT-865131,1405/01/01 07:00:00,2500,7,2493,EMP-007
FLOG-001340,LINE-B,ORD-1404-0124,7,CAP-0603-1uF,LOT-894882,1405/01/01 07:00:00,2500,7,2493,EMP-007
FLOG-001341,LINE-B,ORD-1404-0124,54,DIO-1N4148,LOT-989292,1405/01/01 07:00:00,4000,7,3993,EMP-007
FLOG-001342,LINE-B,ORD-1404-0124,45,RES-0201-1K,LOT-981760,1405/01/01 07:00:00,2500,7,2493,EMP-007
FLOG-001343,LINE-B,ORD-1404-0124,42,CONN-HDR-4P,LOT-246146,1405/01/01 07:00:00,2500,7,2493,EMP-007
FLOG-001344,LINE-A,ORD-1404-0125,4,CAP-0201-10pF,LOT-983296,1405/01/02 08:58:00,2500,332,2168,EMP-005
FLOG-001345,LINE-A,ORD-1404-0125,53,RES-0201-100K,LOT-927631,1405/01/02 08:58:00,2500,349,2151,EMP-005
FLOG-001346,LINE-A,ORD-1404-0125,47,CAP-0201-100nF,LOT-869208,1405/01/02 08:58:00,4000,339,3661,EMP-005
FLOG-001347,LINE-A,ORD-1404-0125,49,RES-0402-100K,LOT-126867,1405/01/02 08:58:00,10000,341,9659,EMP-005
FLOG-001348,LINE-A,ORD-1404-0125,9,RES-0402-330R,LOT-907436,1405/01/02 08:58:00,10000,354,9646,EMP-005
FLOG-001349,LINE-A,ORD-1404-0125,59,CAP-0603-10uF,LOT-144419,1405/01/02 08:58:00,10000,317,9683,EMP-005
FLOG-001350,LINE-A,ORD-1404-0125,38,RES-0402-100K,LOT-633530,1405/01/02 08:58:00,5000,317,4683,EMP-005
FLOG-001351,LINE-A,ORD-1404-0125,28,DIO-LED-0603-RED,LOT-471162,1405/01/02 08:58:00,10000,355,9645,EMP-005
FLOG-001352,LINE-A,ORD-1404-0125,51,RES-0201-100K,LOT-148071,1405/01/02 08:58:00,10000,318,9682,EMP-005
FLOG-001353,LINE-A,ORD-1404-0125,43,CAP-0201-10pF,LOT-255856,1405/01/02 08:58:00,2500,335,2165,EMP-005
FLOG-001354,LINE-A,ORD-1404-0125,52,RES-0402-10K,LOT-480807,1405/01/02 08:58:00,2500,310,2190,EMP-005
FLOG-001355,LINE-A,ORD-1404-0125,8,RES-0402-100R,LOT-806380,1405/01/02 08:58:00,2500,340,2160,EMP-005
FLOG-001356,LINE-A,ORD-1404-0125,25,RES-0402-100K,LOT-199511,1405/01/02 08:58:00,10000,352,9648,EMP-005
FLOG-001357,LINE-A,ORD-1404-0125,37,IC-BGA-FPGA-XC7,LOT-600056,1405/01/02 08:58:00,4000,321,3679,EMP-005
FLOG-001358,LINE-A,ORD-1404-0125,35,RES-0402-10K,LOT-372633,1405/01/02 08:58:00,10000,350,9650,EMP-005
FLOG-001359,LINE-A,ORD-1404-0125,5,CONN-HDR-2P,LOT-273442,1405/01/02 08:58:00,2500,327,2173,EMP-005
FLOG-001360,LINE-B,ORD-1405-0126,51,RES-0402-330R,LOT-473434,1405/01/01 14:13:00,4000,252,3748,EMP-009
FLOG-001361,LINE-B,ORD-1405-0126,8,RES-0402-10K,LOT-190047,1405/01/01 14:13:00,5000,273,4727,EMP-009
FLOG-001362,LINE-B,ORD-1405-0126,57,IC-SOIC-EEPROM-24C02,LOT-553252,1405/01/01 14:13:00,2500,264,2236,EMP-009
FLOG-001363,LINE-B,ORD-1405-0126,52,CAP-0201-100nF,LOT-653113,1405/01/01 14:13:00,4000,282,3718,EMP-009
FLOG-001364,LINE-B,ORD-1405-0126,15,CAP-0201-100nF,LOT-255472,1405/01/01 14:13:00,2500,251,2249,EMP-009
FLOG-001365,LINE-B,ORD-1405-0126,32,DIO-LED-0603-GRN,LOT-767010,1405/01/01 14:13:00,2500,255,2245,EMP-009
FLOG-001366,LINE-B,ORD-1405-0126,44,RES-0402-100R,LOT-671718,1405/01/01 14:13:00,5000,257,4743,EMP-009
FLOG-001367,LINE-A,ORD-1405-0127,6,CAP-0603-22pF,LOT-576734,1405/01/02 11:38:00,5000,70,4930,EMP-003
FLOG-001368,LINE-A,ORD-1405-0127,55,RES-0402-10R,LOT-237090,1405/01/02 11:38:00,2500,72,2428,EMP-003
FLOG-001369,LINE-A,ORD-1405-0127,1,CAP-0201-100nF,LOT-549889,1405/01/02 11:38:00,5000,67,4933,EMP-003
FLOG-001370,LINE-A,ORD-1405-0127,44,RES-0402-1K,LOT-873047,1405/01/02 11:38:00,10000,71,9929,EMP-003
FLOG-001371,LINE-A,ORD-1405-0127,40,IC-SOIC-EEPROM-24C02,LOT-722462,1405/01/02 11:38:00,5000,70,4930,EMP-003
FLOG-001372,LINE-A,ORD-1405-0127,57,CAP-0603-4.7uF,LOT-415880,1405/01/02 11:38:00,4000,74,3926,EMP-003
FLOG-001373,LINE-A,ORD-1405-0127,4,IC-SOIC-EEPROM-24C02,LOT-889895,1405/01/02 11:38:00,4000,67,3933,EMP-003
FLOG-001374,LINE-A,ORD-1405-0127,24,IC-SOIC-PMIC-BUCK1A,LOT-371881,1405/01/02 11:38:00,4000,72,3928,EMP-003
FLOG-001375,LINE-A,ORD-1405-0127,46,RES-0201-100K,LOT-755685,1405/01/02 11:38:00,2500,75,2425,EMP-003
FLOG-001376,LINE-A,ORD-1405-0127,19,CAP-0201-10pF,LOT-248447,1405/01/02 11:38:00,5000,66,4934,EMP-003
FLOG-001377,LINE-A,ORD-1405-0128,54,DIO-LED-0603-GRN,LOT-300601,1405/01/03 12:45:00,5000,10,4990,EMP-001
